"okul_sene","bolum","cinsiyet","lise_turu","aile_sosyoekonomik","memleket","anne_egitim","baba_egitim","aile_inanc_konusur","aile_fikir_destek","aile_etki","lise_arkadas_etki","lise_ogretmen_etki","lise_saygi","lise_sorgulama","lise_inanca_gore_yargi","lise_ifade_ozgurluk","aile_en_cok_etki","uni_deger_degisim","aileden_uzak_etki","uni_farkli_gorus","uni_sorgulama","uni_ifade_ozgurluk","uni_saygi","uni_hosgoru","uni_deger_yeniden","uni_bakis_acisi","uni_varolussal","farkli_inanc_iletisim","insanlari_bagimsiz_yargi","romantik_inanc_onem","farkli_iliskide_rahat","cocuk_farkli_saygi","inanc_turu","inanc_faktor_oncelik","metafizik_gorus","Dua","Ilahi_Adalet","Kader","Cekim_Yasasi","Ruh","Reenkarnasyon","Metafizik_Deneyim","Hicbiri"
4,"PHYS","Erkek","Anadolu Lisesi",2,"Büyükşehir","Lise mezunu","Üniversite mezunu",4,1,4,3,2,4,4,2,2,4,1,2,1,1,5,4,2,2,4,1,4,4,5,4,3,"Evrenin veya tüm varoluşun kendisinin ilahi bir bütün olduğuna inanıyorum.","Kişisel deneyimler ;Kitaplar/filmler ;Arkadaş çevresi ;Romantik ilişki;Akademik ortam ;Aileden uzak yaşamak ;Sosyal medya;","Dua ederim.;İlahi adalete inanırım.;Kadere inanırım.;Ruhun varlığına inanırım;",1,1,1,0,1,0,0,0
2,"PETE","Erkek","Anadolu Lisesi",4,"Büyükşehir","Lisansüstü (yüksek lisans / doktora) mezunu","Lisansüstü (yüksek lisans / doktora) mezunu",3,5,4,4,4,4,3,5,3,2,5,4,3,5,2,2,4,2,4,5,5,2,5,5,4,"Bir yaratıcı gücün var olduğuna inanıyorum ama bu gücün dünyaya müdahale etmediğini düşünüyorum.","Kişisel deneyimler ;Sosyal medya;Arkadaş çevresi ;Aileden uzak yaşamak ;Akademik ortam ;Kitaplar/filmler ;Romantik ilişki;","İlahi adalete inanırım.;Ruhun varlığına inanırım;",0,1,0,0,1,0,0,0
1,"CRP","Erkek","Anadolu Lisesi",4,"Büyükşehir","Lisansüstü (yüksek lisans / doktora) mezunu","Lisansüstü (yüksek lisans / doktora) mezunu",3,5,3,2,2,2,4,4,2,4,4,2,4,3,5,4,2,4,4,2,4,3,4,4,4,"Tanrı veya ilahi bir gücün var olup olmadığından emin değilim.","Kişisel deneyimler ;Kitaplar/filmler ;Akademik ortam ;Sosyal medya;Aileden uzak yaşamak ;Arkadaş çevresi ;Romantik ilişki;","Çekim yasasına inanırım.;",0,0,0,1,0,0,0,0
4,"STAT","Kadın","Fen Lisesi",5,"Büyükşehir","Üniversite mezunu","Üniversite mezunu",4,5,5,1,2,5,2,2,5,5,4,4,5,4,4,4,5,2,5,2,4,3,4,1,3,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Kişisel deneyimler ;Aileden uzak yaşamak ;Arkadaş çevresi ;Sosyal medya;Kitaplar/filmler ;Akademik ortam ;Romantik ilişki;","İlahi adalete inanırım.;Kadere inanırım.;Çekim yasasına inanırım.;Reenkarnasyona inanırım.;Ruhun varlığına inanırım;",0,1,1,1,1,1,0,0
3,"STAT","Erkek","Anadolu Lisesi",3,"Büyükşehir","İlkokul ve altı","Ortaokul mezunu",4,4,4,4,5,5,4,2,4,3,1,2,4,2,4,3,2,2,4,2,5,5,4,4,3,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Kişisel deneyimler ;Sosyal medya;Romantik ilişki;Kitaplar/filmler ;Arkadaş çevresi ;Aileden uzak yaşamak ;Akademik ortam ;","Dua ederim.;İlahi adalete inanırım.;Kadere inanırım.;Reenkarnasyona inanırım.;Ruhun varlığına inanırım;Metafizik güçlere veya enerjiye dair deneyim yaşadım.;Çekim yasasına inanırım.;",1,1,1,1,1,1,1,0
6,"STAT","Kadın","Özel Lise",3,"Büyükşehir","Üniversite mezunu","Üniversite mezunu",5,2,2,1,5,2,4,3,1,4,5,1,5,5,5,4,2,5,5,5,4,2,4,3,3,"Evrenin veya tüm varoluşun kendisinin ilahi bir bütün olduğuna inanıyorum.","Kişisel deneyimler ;Kitaplar/filmler ;Arkadaş çevresi ;Aileden uzak yaşamak ;Romantik ilişki;Sosyal medya;Akademik ortam ;","Çekim yasasına inanırım.;Ruhun varlığına inanırım;",0,0,0,1,1,0,0,0
5,"STAT","Kadın","Fen Lisesi",3,"Büyükşehir","Lise mezunu","Üniversite mezunu",2,1,2,1,1,1,5,5,1,1,1,1,5,1,4,4,1,4,4,2,5,2,5,5,5,"Tanrı veya ilahi bir gücün var olup olmadığından emin değilim.","Kişisel deneyimler ;Kitaplar/filmler ;Akademik ortam ;Romantik ilişki;Arkadaş çevresi ;Aileden uzak yaşamak ;Sosyal medya;","hiçbiri;",0,0,0,0,0,0,0,1
5,"STAT","Erkek","Anadolu Lisesi",3,"İlçe/Kasaba","Üniversite mezunu","Üniversite mezunu",2,3,2,2,1,3,5,4,4,2,1,1,2,3,5,2,2,1,4,3,4,2,4,2,3,"Hiçbir tanrı veya ilahi gücün var olmadığına inanıyorum.","Kişisel deneyimler ;Akademik ortam ;Kitaplar/filmler ;Romantik ilişki;Sosyal medya;Arkadaş çevresi ;Aileden uzak yaşamak ;","Hiçbir şeye inanmam.;",0,0,0,0,0,0,0,1
1,"EE","Kadın","Anadolu Lisesi",4,"Büyükşehir","Üniversite mezunu","Üniversite mezunu",2,1,4,4,4,3,5,4,2,5,2,3,5,3,3,4,5,3,4,4,2,3,5,2,4,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Arkadaş çevresi ;Kişisel deneyimler ;Kitaplar/filmler ;Akademik ortam ;Sosyal medya;Aileden uzak yaşamak ;Romantik ilişki;","Dua ederim.;İlahi adalete inanırım.;Kadere inanırım.;",1,1,1,0,0,0,0,0
4,"CE","Kadın","Fen Lisesi",3,"Büyükşehir","Lise mezunu","Üniversite mezunu",4,3,3,4,1,3,3,2,4,4,4,1,5,3,5,4,4,4,5,4,5,5,4,5,5,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Kişisel deneyimler ;Arkadaş çevresi ;Sosyal medya;Kitaplar/filmler ;Akademik ortam ;Romantik ilişki;Aileden uzak yaşamak ;","Dua ederim.;İlahi adalete inanırım.;Kadere inanırım.;Çekim yasasına inanırım.;",1,1,1,1,0,0,0,0
4,"STAT","Erkek","Anadolu Lisesi",4,"Büyükşehir","Lisansüstü (yüksek lisans / doktora) mezunu","Üniversite mezunu",2,5,4,3,4,4,2,2,3,3,5,4,4,4,4,4,4,4,4,3,4,4,4,3,4,"Tanrı veya ilahi bir gücün var olup olmadığından emin değilim.","Kişisel deneyimler ;Arkadaş çevresi ;Aileden uzak yaşamak ;Kitaplar/filmler ;Sosyal medya;Akademik ortam ;Romantik ilişki;","Dua ederim.;",1,0,0,0,0,0,0,0
4,"STAT","Erkek","Anadolu Lisesi",2,"Büyükşehir","İlkokul ve altı","İlkokul ve altı",2,4,5,1,1,2,5,3,5,4,5,5,5,3,5,5,5,2,5,5,5,3,5,5,4,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Kişisel deneyimler ;Aileden uzak yaşamak ;Kitaplar/filmler ;Sosyal medya;Arkadaş çevresi ;Akademik ortam ;Romantik ilişki;","Dua ederim.;",1,0,0,0,0,0,0,0
5,"STAT","Kadın","Meslek Lisesi",2,"Büyükşehir","Lise mezunu","Lise mezunu",2,3,4,4,4,5,5,2,4,4,3,3,4,3,5,5,5,4,5,4,5,5,5,5,5,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Kişisel deneyimler ;Akademik ortam ;Arkadaş çevresi ;Sosyal medya;Kitaplar/filmler ;Romantik ilişki;Aileden uzak yaşamak ","Dua ederim.;Kadere inanırım.;Çekim yasasına inanırım.;Ruhun varlığına inanırım",1,0,1,1,1,0,0,0
4,"PSY","Kadın","Özel Lise",3,"Büyükşehir","Lise mezunu","Üniversite mezunu",5,3,2,3,4,5,5,3,1,3,5,5,5,4,4,4,4,5,5,5,4,2,4,3,4,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Akademik ortam ;Kişisel deneyimler ;Aileden uzak yaşamak ;Sosyal medya;Arkadaş çevresi ;Kitaplar/filmler ;Romantik ilişki","Dua ederim.;İlahi adalete inanırım.;Kadere inanırım.;Çekim yasasına inanırım.;Ruhun varlığına inanırım;Metafizik güçlere veya enerjiye dair deneyim yaşadım.",1,1,1,1,1,0,1,0
5,"STAT","Belirtmek istemiyorum","Anadolu Lisesi",2,"Büyükşehir","İlkokul ve altı","Lise mezunu",5,2,4,4,2,2,5,3,4,2,4,2,3,3,5,4,3,2,3,3,2,1,3,2,3,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Kitaplar/filmler ;Kişisel deneyimler ;Aileden uzak yaşamak ;Arkadaş çevresi ;Akademik ortam ;Sosyal medya;Romantik ilişki","Insan dayanismasina inanirim.",0,0,0,0,0,0,0,1
4,"STAT","Kadın","Anadolu Lisesi",3,"Büyükşehir","Üniversite mezunu","Üniversite mezunu",1,5,4,1,1,2,5,5,5,5,4,1,4,2,5,2,1,4,3,4,3,1,4,3,4,"Hiçbir tanrı veya ilahi gücün var olmadığına inanıyorum.","Akademik ortam ;Kitaplar/filmler ;Kişisel deneyimler ;Arkadaş çevresi ;Sosyal medya;Romantik ilişki;Aileden uzak yaşamak ","Metafiziğe inanmıyorum",0,0,0,0,0,0,0,1
5,"STAT","Erkek","Özel Lise",3,"Büyükşehir","Lise mezunu","Üniversite mezunu",3,2,3,2,2,4,4,4,3,4,4,1,5,4,2,2,4,2,4,3,5,4,5,5,5,"Bir yaratıcı gücün var olduğuna inanıyorum ama bu gücün dünyaya müdahale etmediğini düşünüyorum.","Kişisel deneyimler ;Kitaplar/filmler ;Arkadaş çevresi ;Aileden uzak yaşamak ;Romantik ilişki;Akademik ortam ;Sosyal medya","Kadere inanırım.;Dua ederim.;Ruhun varlığına inanırım",1,0,1,0,1,0,0,0
4,"STAT","Kadın","Fen Lisesi",3,"Büyükşehir","Üniversite mezunu","Üniversite mezunu",4,2,4,1,1,4,5,3,2,1,4,4,4,4,4,3,4,4,4,2,5,4,5,4,5,"Tanrı veya ilahi bir gücün var olup olmadığından emin değilim.","Kişisel deneyimler ;Akademik ortam ;Kitaplar/filmler ;Romantik ilişki;Sosyal medya;Arkadaş çevresi ;Aileden uzak yaşamak ","-",0,0,0,0,0,0,0,1
6,"STAT","Kadın","Anadolu Lisesi",4,"Büyükşehir","Üniversite mezunu","Üniversite mezunu",2,2,4,5,4,4,5,3,2,2,5,3,5,5,5,5,5,5,5,5,2,5,5,1,4,"Tanrı veya ilahi bir gücün var olup olmadığından emin değilim.","Arkadaş çevresi ;Kişisel deneyimler ;Kitaplar/filmler ;Sosyal medya;Romantik ilişki;Akademik ortam ;Aileden uzak yaşamak ","Dua ederim.;Kadere inanırım.;Çekim yasasına inanırım.",1,0,1,1,0,0,0,0
4,"STAT","Erkek","Fen Lisesi",4,"Büyükşehir","Üniversite mezunu","Üniversite mezunu",2,4,4,5,5,5,5,2,5,5,5,5,2,1,2,1,1,1,4,1,5,1,5,4,3,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Kişisel deneyimler ;Kitaplar/filmler ;Aileden uzak yaşamak ;Arkadaş çevresi ;Akademik ortam ;Sosyal medya;Romantik ilişki","Dua ederim.",1,0,0,0,0,0,0,0
4,"EE","Kadın","Anadolu Lisesi",3,"Büyükşehir","Üniversite mezunu","Lisansüstü (yüksek lisans / doktora) mezunu",4,3,4,4,5,4,4,3,3,4,4,3,5,4,4,3,2,4,4,4,4,3,5,4,5,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Kişisel deneyimler ;Kitaplar/filmler ;Aileden uzak yaşamak ;Arkadaş çevresi ;Akademik ortam ;Romantik ilişki;Sosyal medya","Dua ederim.;İlahi adalete inanırım.;Kadere inanırım.;Ruhun varlığına inanırım",1,1,1,0,1,0,0,0
3,"STAT","Kadın","Özel Lise",3,"Büyükşehir","Üniversite mezunu","Lise mezunu",1,2,4,4,4,4,5,1,4,1,2,3,4,2,3,4,4,4,1,2,5,5,5,5,5,"Hiçbir tanrı veya ilahi gücün var olmadığına inanıyorum.","Kişisel deneyimler ;Kitaplar/filmler ;Arkadaş çevresi ;Sosyal medya;Akademik ortam ;Romantik ilişki;Aileden uzak yaşamak ","Çekim yasasına inanırım.",0,0,0,1,0,0,0,0
5,"STAT","Kadın","Anadolu Lisesi",3,"Büyükşehir","Lise mezunu","Lise mezunu",2,5,5,2,2,4,4,1,3,2,1,1,5,5,4,2,3,4,5,5,4,5,5,4,5,"Bir yaratıcı gücün var olduğuna inanıyorum ama bu gücün dünyaya müdahale etmediğini düşünüyorum.","Kişisel deneyimler ;Kitaplar/filmler ;Akademik ortam ;Arkadaş çevresi ;Sosyal medya;Romantik ilişki;Aileden uzak yaşamak ","Dua ederim.;İlahi adalete inanırım.;Kadere inanırım.;Reenkarnasyona inanırım.;Ruhun varlığına inanırım;Çekim yasasına inanırım.;Metafizik güçlere veya enerjiye dair deneyim yaşadım.",1,1,1,1,1,1,1,0
5,"STAT","Erkek","Fen Lisesi",3,"İl Merkezi","Lise mezunu","Lise mezunu",5,5,5,1,4,5,4,4,5,5,1,1,1,2,5,3,1,3,4,2,4,1,4,2,2,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Aileden uzak yaşamak ;Arkadaş çevresi ;Romantik ilişki;Kişisel deneyimler ;Akademik ortam ;Kitaplar/filmler ;Sosyal medya","Dua ederim.;İlahi adalete inanırım.;Kadere inanırım.;Ruhun varlığına inanırım",1,1,1,0,1,0,0,0
5,"STAT","Kadın","Anadolu Lisesi",3,"Büyükşehir","İlkokul ve altı","Lise mezunu",2,4,2,2,2,5,5,1,4,2,2,2,4,1,5,5,2,2,2,1,5,3,4,3,4,"Tanrı veya ilahi bir gücün var olup olmadığından emin değilim.","Kişisel deneyimler ;Sosyal medya;Akademik ortam ;Kitaplar/filmler ;Arkadaş çevresi ;Romantik ilişki;Aileden uzak yaşamak ","Çekim yasasına inanırım.;Ruhun varlığına inanırım",0,0,0,1,1,0,0,0
5,"STAT","Erkek","Fen Lisesi",3,"İl Merkezi","Ortaokul mezunu","Lise mezunu",4,2,4,4,4,1,5,4,2,4,2,5,5,4,5,4,2,4,4,2,5,4,5,3,4,"Evrenin veya tüm varoluşun kendisinin ilahi bir bütün olduğuna inanıyorum.","Kişisel deneyimler ;Aileden uzak yaşamak ;Arkadaş çevresi ;Sosyal medya;Akademik ortam ;Kitaplar/filmler ;Romantik ilişki","Çekim yasasına inanırım.;Ruhun varlığına inanırım;Metafizik güçlere veya enerjiye dair deneyim yaşadım.;Kadere inanırım.",0,0,1,1,1,0,1,0
8,"CENG","Erkek","Özel Lise",3,"İl Merkezi","İlkokul ve altı","Üniversite mezunu",3,3,4,2,4,2,4,4,4,4,5,5,4,4,3,2,2,4,4,3,5,4,5,5,5,"Diğer","Kişisel deneyimler ;Aileden uzak yaşamak ;Kitaplar/filmler ;Arkadaş çevresi ;Sosyal medya;Akademik ortam ;Romantik ilişki","İlahi adalete inanırım.",0,1,0,0,0,0,0,0
5,"ECON","Kadın","Anadolu Lisesi",2,"İl Merkezi","İlkokul ve altı","İlkokul ve altı",4,5,3,2,2,5,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,"Bir yaratıcı gücün var olduğuna inanıyorum ama bu gücün dünyaya müdahale etmediğini düşünüyorum.","Kişisel deneyimler ;Sosyal medya;Romantik ilişki;Arkadaş çevresi ;Akademik ortam ;Kitaplar/filmler ;Aileden uzak yaşamak ","Reenkarnasyona inanırım.;Ruhun varlığına inanırım;Metafizik güçlere veya enerjiye dair deneyim yaşadım.",0,0,0,0,1,1,1,0
4,"EE","Kadın","Anadolu Lisesi",4,"Büyükşehir","Üniversite mezunu","Üniversite mezunu",5,5,4,4,4,4,4,2,4,2,4,3,5,5,4,4,4,5,5,4,5,4,5,5,5,"Tanrı veya ilahi bir gücün var olup olmadığından emin değilim.","Kişisel deneyimler ;Sosyal medya;Romantik ilişki;Arkadaş çevresi ;Kitaplar/filmler ;Aileden uzak yaşamak ;Akademik ortam ","Ruhun varlığına inanırım;Dua ederim.",1,0,0,0,1,0,0,0
5,"IR","Erkek","Anadolu Lisesi",4,"İl Merkezi","Üniversite mezunu","Üniversite mezunu",2,5,3,2,4,5,5,5,5,1,4,1,4,4,5,2,1,1,4,4,5,1,5,3,4,"Diğer","Kişisel deneyimler ;Kitaplar/filmler ;Arkadaş çevresi ;Aileden uzak yaşamak ;Akademik ortam ;Romantik ilişki;Sosyal medya","Metafizik güçlere veya enerjiye dair deneyim yaşadım.;Ruhun varlığına inanırım",0,0,0,0,1,0,1,0
5,"AE","Erkek","Anadolu Lisesi",4,"Büyükşehir","Üniversite mezunu","Lisansüstü (yüksek lisans / doktora) mezunu",4,5,4,4,5,2,5,5,4,5,5,5,4,5,2,2,2,4,4,4,5,1,5,5,4,"Bir yaratıcı gücün var olduğuna inanıyorum ama bu gücün dünyaya müdahale etmediğini düşünüyorum.","Kişisel deneyimler ;Arkadaş çevresi ;Aileden uzak yaşamak ;Sosyal medya;Kitaplar/filmler ;Akademik ortam ;Romantik ilişki","Kadere inanırım.",0,0,1,0,0,0,0,0
5,"STAT","Kadın","Özel Lise",4,"Büyükşehir","Üniversite mezunu","Üniversite mezunu",5,5,4,4,4,4,4,4,5,4,4,3,5,3,4,2,4,4,5,4,4,2,5,4,3,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Kişisel deneyimler ;Arkadaş çevresi ;Aileden uzak yaşamak ;Kitaplar/filmler ;Romantik ilişki;Akademik ortam ;Sosyal medya","Dua ederim.;İlahi adalete inanırım.;Kadere inanırım.;Ruhun varlığına inanırım",1,1,1,0,1,0,0,0
3,"CHE","Kadın","Fen Lisesi",4,"Büyükşehir","Üniversite mezunu","Üniversite mezunu",4,4,4,2,2,3,3,2,4,4,2,2,2,4,4,4,3,2,2,3,2,3,3,3,4,"Bir yaratıcı gücün var olduğuna inanıyorum ama bu gücün dünyaya müdahale etmediğini düşünüyorum.","Arkadaş çevresi ;Sosyal medya;Aileden uzak yaşamak ;Kişisel deneyimler ;Akademik ortam ;Romantik ilişki;Kitaplar/filmler ","Kadere inanırım.;Dua ederim.;Çekim yasasına inanırım.",1,0,1,1,0,0,0,0
6,"GEOE","Erkek","Fen Lisesi",3,"İlçe/Kasaba","Üniversite mezunu","Lise mezunu",4,4,4,4,4,4,4,4,4,5,5,3,2,2,4,4,3,1,4,3,3,3,3,3,3,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Aileden uzak yaşamak ;Kişisel deneyimler ;Arkadaş çevresi ;Sosyal medya;Akademik ortam ;Romantik ilişki;Kitaplar/filmler ","İlahi adalete inanırım.;Kadere inanırım.",0,1,1,0,0,0,0,0
5,"MATH","Kadın","Fen Lisesi",2,"İlçe/Kasaba","Lise mezunu","İlkokul ve altı",2,3,4,3,4,3,4,2,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,"Tanrı veya ilahi bir gücün var olup olmadığından emin değilim.","Arkadaş çevresi ;Kitaplar/filmler ;Aileden uzak yaşamak ;Kişisel deneyimler ;Sosyal medya;Akademik ortam ;Romantik ilişki","Çekim yasasına inanırım.",0,0,0,1,0,0,0,0
2,"CE","Erkek","Anadolu Lisesi",2,"Büyükşehir","İlkokul ve altı","İlkokul ve altı",4,2,4,1,4,1,5,2,1,3,4,4,5,5,4,5,5,2,5,5,5,5,3,4,5,"Tanrı veya ilahi bir gücün var olup olmadığından emin değilim.","Kişisel deneyimler ;Akademik ortam ;Kitaplar/filmler ;Arkadaş çevresi ;Aileden uzak yaşamak ;Sosyal medya;Romantik ilişki","Ruhun varlığına inanırım",0,0,0,0,1,0,0,0
4,"AE","Erkek","Anadolu Lisesi",2,"Büyükşehir","İlkokul ve altı","Ortaokul mezunu",1,1,4,4,4,4,1,4,4,1,1,3,3,4,1,1,1,3,2,3,3,2,3,2,4,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Kitaplar/filmler ;Sosyal medya;Aileden uzak yaşamak ;Arkadaş çevresi ;Kişisel deneyimler ;Akademik ortam ;Romantik ilişki","İlahi adalete inanırım.",0,1,0,0,0,0,0,0
4,"STAT","Erkek","Anadolu Lisesi",3,"İlçe/Kasaba","Lise mezunu","Lisansüstü (yüksek lisans / doktora) mezunu",2,4,5,1,1,4,2,2,4,1,4,1,5,2,4,4,2,2,5,4,5,5,5,5,5,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Kişisel deneyimler ;Kitaplar/filmler ;Arkadaş çevresi ;Aileden uzak yaşamak ;Akademik ortam ;Sosyal medya;Romantik ilişki","Dua ederim.;Kadere inanırım.;Ruhun varlığına inanırım;Metafizik güçlere veya enerjiye dair deneyim yaşadım.",1,0,1,0,1,0,1,0
4,"CE","Erkek","Anadolu Lisesi",4,"İl Merkezi","Ortaokul mezunu","Ortaokul mezunu",2,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,4,2,4,4,4,4,4,"Evrenin veya tüm varoluşun kendisinin ilahi bir bütün olduğuna inanıyorum.","Kişisel deneyimler ;Kitaplar/filmler ;Arkadaş çevresi ;Aileden uzak yaşamak ;Romantik ilişki;Akademik ortam ;Sosyal medya","İlahi adalete inanırım.;Dua ederim.;Kadere inanırım.",1,1,1,0,0,0,0,0
2,"EE","Erkek","Fen Lisesi",3,"Büyükşehir","Lise mezunu","Lise mezunu",4,3,4,4,4,3,3,4,3,3,4,4,5,4,4,4,4,4,4,3,4,3,4,3,4,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Arkadaş çevresi ;Kişisel deneyimler ;Akademik ortam ;Aileden uzak yaşamak ;Sosyal medya;Kitaplar/filmler ;Romantik ilişki","Dua ederim.;Kadere inanırım.;Ruhun varlığına inanırım",1,0,1,0,1,0,0,0
5,"PHYS","Erkek","Anadolu Lisesi",2,"Büyükşehir","İlkokul ve altı","Ortaokul mezunu",3,1,2,3,3,5,5,2,4,4,4,3,5,3,2,2,2,2,3,2,1,5,1,1,4,"Hiçbir tanrı veya ilahi gücün var olmadığına inanıyorum.","Kitaplar/filmler ;Kişisel deneyimler ;Aileden uzak yaşamak ;Arkadaş çevresi ;Akademik ortam ;Romantik ilişki;Sosyal medya","Allah yok.",0,0,0,0,0,0,0,1
2,"cahe","Erkek","Anadolu Lisesi",3,"Büyükşehir","Lisansüstü (yüksek lisans / doktora) mezunu","Üniversite mezunu",2,5,4,5,5,4,5,1,2,2,2,1,2,2,4,4,4,1,4,1,5,5,5,1,5,"Tanrı veya ilahi bir gücün var olup olmadığından emin değilim.","Sosyal medya;Arkadaş çevresi ;Kişisel deneyimler ;Akademik ortam ;Aileden uzak yaşamak ;Kitaplar/filmler ;Romantik ilişki","Kadere inanırım.;Ruhun varlığına inanırım",0,0,1,0,1,0,0,0
5,"STAT","Kadın","Anadolu Lisesi",3,"Büyükşehir","Üniversite mezunu","Üniversite mezunu",4,5,4,4,5,5,5,2,5,4,2,1,4,4,5,4,5,3,5,4,4,1,5,4,5,"Tanrı veya ilahi bir gücün var olup olmadığından emin değilim.","Kişisel deneyimler ;Kitaplar/filmler ;Sosyal medya;Akademik ortam ;Arkadaş çevresi ;Romantik ilişki;Aileden uzak yaşamak ","Ruhun varlığına inanırım;Çekim yasasına inanırım.",0,0,0,1,1,0,0,0
1,"CHE","Kadın","Özel Lise",4,"Büyükşehir","Üniversite mezunu","Üniversite mezunu",4,4,4,3,3,2,5,3,4,4,2,3,4,4,4,5,5,3,4,3,5,3,4,4,4,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Kişisel deneyimler ;Kitaplar/filmler ;Sosyal medya;Arkadaş çevresi ;Aileden uzak yaşamak ;Romantik ilişki;Akademik ortam ","İlahi adalete inanırım.",0,1,0,0,0,0,0,0
4,"ARCH","Erkek","Fen Lisesi",4,"İl Merkezi","Lise mezunu","Lisansüstü (yüksek lisans / doktora) mezunu",4,4,2,2,4,4,5,2,4,2,4,4,4,4,2,1,3,2,3,3,4,3,3,5,4,"Tanrı veya ilahi bir gücün var olup olmadığından emin değilim.","Kişisel deneyimler ;Kitaplar/filmler ;Romantik ilişki;Arkadaş çevresi ;Sosyal medya;Aileden uzak yaşamak ;Akademik ortam ","Yukarıdakilerden hiçbiri",0,0,0,0,0,0,0,1
6,"STAT","Erkek","Anadolu Lisesi",2,"Büyükşehir","Lisansüstü (yüksek lisans / doktora) mezunu","Üniversite mezunu",3,5,2,4,5,5,5,1,5,5,2,2,4,3,5,5,2,2,5,2,5,5,5,5,5,"Hiçbir tanrı veya ilahi gücün var olmadığına inanıyorum.","Kişisel deneyimler ;Arkadaş çevresi ;Kitaplar/filmler ;Sosyal medya;Akademik ortam ;Aileden uzak yaşamak ;Romantik ilişki","hiçbiri",0,0,0,0,0,0,0,1
4,"METE","Erkek","Anadolu Lisesi",5,"Büyükşehir","Lisansüstü (yüksek lisans / doktora) mezunu","Lisansüstü (yüksek lisans / doktora) mezunu",2,2,2,2,2,3,4,3,3,1,1,1,1,1,3,1,1,1,1,1,3,2,3,3,3,"Diğer","Kişisel deneyimler ;Kitaplar/filmler ;Akademik ortam ;Arkadaş çevresi ;Sosyal medya;Romantik ilişki;Aileden uzak yaşamak ","saçmalıkları umursamam. ",0,0,0,0,0,0,0,1
5,"ME","Kadın","Anadolu Lisesi",3,"Büyükşehir","Lise mezunu","Üniversite mezunu",4,2,2,2,4,4,4,4,4,1,1,1,1,1,4,4,3,1,4,3,4,2,5,3,3,"Tanrı veya ilahi bir gücün var olup olmadığından emin değilim.","Kişisel deneyimler ;Sosyal medya;Arkadaş çevresi ;Kitaplar/filmler ;Akademik ortam ;Aileden uzak yaşamak ;Romantik ilişki","inandığım bir şey yok",0,0,0,0,0,0,0,1
2,"ME","Kadın","Fen Lisesi",3,"Büyükşehir","Üniversite mezunu","Üniversite mezunu",5,5,5,2,4,2,4,2,4,2,2,2,4,1,4,2,2,1,4,2,4,2,5,1,2,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Kişisel deneyimler ;Arkadaş çevresi ;Kitaplar/filmler ;Akademik ortam ;Aileden uzak yaşamak ;Sosyal medya;Romantik ilişki","Dua ederim.;İlahi adalete inanırım.;Kadere inanırım.;Ruhun varlığına inanırım",1,1,1,0,1,0,0,0
8,"CHEM","Kadın","Anadolu Lisesi",2,"Büyükşehir","Lise mezunu","Lise mezunu",2,5,3,1,3,5,3,3,4,1,5,2,5,5,5,3,4,2,3,4,5,4,4,4,4,"Evrenin veya tüm varoluşun kendisinin ilahi bir bütün olduğuna inanıyorum.","Kişisel deneyimler ;Aileden uzak yaşamak ;Sosyal medya;Akademik ortam ;Romantik ilişki;Kitaplar/filmler ;Arkadaş çevresi ","Dua ederim.;İlahi adalete inanırım.;Kadere inanırım.;Çekim yasasına inanırım.;Ruhun varlığına inanırım",1,1,1,1,1,0,0,0
2,"BIO","Kadın","Anadolu Lisesi",3,"Büyükşehir","Ortaokul mezunu","Ortaokul mezunu",3,4,3,4,4,5,5,2,5,3,3,3,5,2,4,5,5,2,4,3,5,4,5,5,5,"Kişisel bir tanrı’nın var olduğuna inanıyorum.","Kişisel deneyimler ;Akademik ortam ;Arkadaş çevresi ;Romantik ilişki;Aileden uzak yaşamak ;Sosyal medya;Kitaplar/filmler ","Dua ederim.;Kadere inanırım.;İlahi adalete inanırım.",1,1,1,0,0,0,0,0
